 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 22uF 20% 16V  A,Cut Tape (CT),TAJ,Active,10,232,163,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 10uF 20% 35V  D,Cut Tape (CT),TAJ,Active,10,232,164,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 100nF 20% 35V  A,Cut Tape (CT),TAJ,Active,10,232,165,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 100uF 20% 16V  C,Cut Tape (CT),TAJ,Active,10,232,166,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 10uF 20% 25V  B,Cut Tape (CT),TAJ,Active,10,232,167,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 22uF 20% 25V  B,Cut Tape (CT),TAJ,Active,10,232,168,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 1uF 20% 10V  A,Cut Tape (CT),TAJ,Active,10,232,169,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 4.7uF 20% 25V  B,Cut Tape (CT),TAJ,Active,10,232,170,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 47uF 20% 16V  A,Cut Tape (CT),TAJ,Active,10,232,171,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 330uF 20% 10V  D,Cut Tape (CT),TAJ,Active,10,232,172,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 1uF 20% 25V  A,Cut Tape (CT),TAJ,Active,10,232,173,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 100uF 20% 4V  B,Cut Tape (CT),TAJ,Active,10,232,174,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 10uF 20% 6V  A,Cut Tape (CT),TAJ,Active,10,232,175,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 10uF 20% 16V  A,Cut Tape (CT),TAJ,Active,10,232,176,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 100nF 20% 25V  A,Cut Tape (CT),TAJ,Active,10,232,177,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 10uF 20% 25V  E,Cut Tape (CT),TAJ,Active,10,232,178,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 3.3uF 20% 20V  A,Cut Tape (CT),TAJ,Active,10,232,179,
